"UNITID","OFCODE","#BDRM","#BATHS","AREA","LOCN","STADR","DESC1","DESC2","DESC3","DESC4","DESC5","DESC6","DESC7","GRADE","SOFABD","MAXOCP","FIREPL","PARKSP","BARBCU","WSHDRY","SECDEP","2DA_T1","XDA_T1","WEK_T1","MIN_T1","2DA_T2","XDA_T2","WEK_T2","MIN_T2","2DA_T3","XDA_T3","WEK_T3","MIN_T3","2DA_T4","XDA_T4","WEK_T4","MIN_T4","2DA_T5","XDA_T5","WEK_T5","MIN_T5","2DA_T6","XDA_T6","WEK_T6","MIN_T6","BR1BED","BR2BED","BR3BED","BR4BED","BR5BED","BR6BED","BR1LOC","BR2LOC","BR3LOC","BR4LOC","BR5LOC","BR6LOC","BR1TV","BR2TV","BR3TV","BR4TV","BR5TV","BR6TV","VIRTOUR","INTCMT1","INTCMT2","INTCMT3","WWWCMT","GSTCMT","UNTTYPE","DATEADD","DATECHG","COMMISN","RSRVAMT","MNTHFEE","CLENCRG","CLENFEE","GRSRENT","NETRENT","OWNREXP","RENTDAY","OWNRDAY","FRNDDAY","OMNTDAY","MANTDAY","CLUBDAY","GESTDAY","BLOCKDT","BFYACCT","BFYPHON","LATITUD","LONGTUD"
"IV C0688","IVO","2","2.1","1144","IV","811 SOUTHWOOD BLVD #2","WIFI","WDSY","NSMO","PETS","BIKE","NBCH","","B+","1","5","BRICK","2PP","ELEC","YES","100","343","88","783","1","387","110","937","1","387","110","937","1","431","132","1091","1","497","165","1322","1","607","220","1707","1","1Q","2S","","","","","Down","Down","","","","","Color","Color","","","","","http://fusion.realtourvision.com/78019","811 SOUTHWOOD BLVD #2(IV)'BROOKSTONE CONDO! CLEAN","DOGS OK-$200 DEP;FLAT TV/LR;ELEC GRILL/DECK","WOOD FLRS;QHAB/LR;DIN/6;BAR/3;WALK TO BCH-5 MIN","Great Brookstone Condo located in the heart of Incline  Village!  This very nice and updated home is just 3 blocks from both the beautiful beaches of Incline Village and all shopping and restuarants!  You will have an upstairs living plan sleeping 6 with very comfortable accommodations, flat screen TV's and an electric BBQ. Well behaved dogs  welcome with a $250.00 pet deposit. This is a very nice quiet complex near the beach and heart of Incline and the owner  just added a new sofa bed and queen mattress! ","","RENTAL  ","7/20/12","11/25/13","35","500","0","111.00","167.00","968.00","629.20","414.00","8","31","0","0","0","0","0","0","","N","39.247104","-119.959494"
"IV C0696","IVO","3","2","1450","IV","696 VILLAGE BLVD #7","WDSY","NSKI","GOLF","NSMO","NCAS","BIKE","","C ","1","8","GASLOG","1PP","GAS","YES","100","347","88","787","1","381","105","906","1","391","110","941","1","435","132","1095","1","481","155","1256","1","611","220","1711","1","1Q","1Q","1Q","","","","Down","Down","Loft","","","","No   ","No   ","No   ","","","","http://fusion.realtourvision.com/84517","696 VILLAGE BLVD #7(IV)'NSMO;SITS NEXT TO CREEK;","2 BEDROOM WITH LOFT;QUEEN IN LOFT;DINIG 4 W/2BAR","TV/VCR;5 MIN TO SKI BEACH AND HYATT","Large spacious 2 story Westminister condo with 2 balconys  overlooking the creek. This home offers two full bedrooms and loft. Both bedrooms have queens and there is an additional  queen bed in the loft. The living room has a large rock  fireplace and full kitchen equipped with new cookware. Quiet location less than 10 minutes from Incline Beach, Diamond  Peak Ski Resort and the Tahoe Rimm Trail. Don't miss out on  all the fun up in Tahoe this summer! Read the reviews! ","","RENTAL  ","1/15/04","12/19/13","40","500","0","114.00","171.00","2766.00","1659.60","196.00","19","3","0","0","0","0","0","0","va1027","Y","39.263601","-119.943320"
"IV C0717","IVO","3","2","1440","IV","#17 549 LAKESHORE DR","LKFT","PBCH","LKVW","WIFI","GRUP","NCAS","NSMO","B ","0","7","WDBRN","1PP","GAS","YES","175","440","130","1090","1","500","160","1300","5","500","160","1300","1","600","210","1650","1","650","235","1825","1","800","310","2350","1","1K","1Q","1D1S","","","","Up  ","Down","Down","","","","No   ","Color","Color","","","","http://fusion.realtourvision.com/58780","#17 549 LAKESHORE BLVD(IV) LKFRONT WLK TO BCH FRM","500 CHARGE FOR OVER 7 PEOPLE INCLUDING CHILDREN","SEE OWNER COM/BOAT SLIP, 3RD BD BUNKS; 2ND BD QN","Enjoy the vacation of a lifetime in this fabulous condomiun  located right on the Lake.  This home is comfortably  decorated with two bedrooms downstairs that each has their  own sliding glass doors onto the deck and stairs that lead  right to the private beach and lake.  Upstairs there are  beautiful panoramic views of the lake from the deck and  living room, in addition to a charming kitchen, dining area  for six, master bedroom with a comfortable king size bed and color TV. Gorgeous common area on the lake and boat slip  available to rent for a fee. ","UNIT SLEEPS 8 ONLY. HOA MONITORS AND WILL ASK GUEST TO LEAVE IF UNIT HAS OVER 8 PEOPLE. JR [02/18/13] JR ","RENTAL  ","4/09/10","3/06/14","40","500","0","120.00","180.00","7808.00","4892.30","469.53","42","0","0","0","1","0","0","0","va1027","Y","39.248698","-119.982247"
"IV C0815","IVO","3","3","1500","IV","971 FAIRWAY BLVD #15","WIFI","GOLF","POOL","NSKI","JACZ","NSMO","","A ","0","6","GAS","2PP","GAS","YES","100","501","140","1201","1","571","175","1446","1","571","175","1446","1","641","210","1691","1","747","263","2062","1","921","350","2671","1","1K","1Q","2S","","","","Down","Up  ","Down","","","","Color","No   ","No   ","","","","http://fusion.realtourvision.com/90333","971 FAIRWAY #15(IV)'NSMO;BEAUTIFULLY DECORATED","INCLINE CONDO;SITS ON CHAMPION GOLF COURSE;SUMMER","POOL/2 FIRE/REMOD.KITCHEN/1MILE SKI&BCH/PLASMA","Gorgeous Incline Villas condo on the championship golf course in Incline Village! This home offers everything for a fabulous Tahoe vacation. Three bedrooms and three full bathrooms. Master bedroom with fireplace, tv, jazzuci tub. Kitchen has been remodeled with granite counter tops and oak cabintry. Only five minutes to the Diamond Peak ski area or the pristine beaches of Incline Village! ","","RENTAL  ","10/20/03","12/19/13","40","500","0","147.00","221.00","5444.51","3266.71","22.00","20","0","0","0","0","0","2","0","va1027","Y","39.254131","-119.942449"
"IV C0817","IVO","3","2.1","2118","IV","#4 - 171 VILLAGE BLVD.","NSMO","NBCH","NCAS","WDSY","CBIV","","","B-","0","6","ROCK","1G+1D","GAS","YES","150","396","96","876","1","444","120","1044","1","444","120","1044","1","492","144","1212","1","564","180","1464","1","684","240","1884","1","1K","1Q","1B","","","","Down","Down","Down","","","","Color","No   ","No   ","","","","http://fusion.realtourvision.com/93870","GREAT VALUE ON THIS 2118 SQ FOOT ECONOMY CONDO","LIVING WITH FIREPLACE 6/TV/VCR/DECK","5 MIN TO SKI, GOLF AND CASINO","What a great location only .5 mile from Incline Beach. The  upstairs living area has a tile kitchen and fireplace for warmth and ambiance. There is an additional fireplace in the master bedroom. Walking distance to the Village Market, the  beach and only a couple of miles to Diamond Peak Ski Resort  and the golf courses in Incline. ","","RENTAL  ","11/17/04","2/12/14","35","500","0","136.00","204.00","3288.00","2137.20","187.91","17","0","0","0","0","0","0","0","va1027","Y","39.244985","-119.950865"
"IV C0822","IVO","3","2.1","1456","IV","#22 - 811 SOUTHWOOD DR.","PETS","NBCH","WDSY","CBIV","NSMO","GOLF","WIFI","B ","1","8","","2PP","NONE","YES","100","382","101","887","1","432","126","1062","1","410","115","985","1","512","166","1342","1","560","190","1510","1","680","250","1930","1","1K","2S","2S","","","","Up  ","Down","Down","","","","No   ","Color","No   ","","","","http://fusion.realtourvision.com/92400","#22-811 SOUTHWOOD(IV)VALUE PRICED CONDO;WALK TO ","VILLAGE SHOPS; NEW 40 INCH SAMSUNG TV IN LR","IN LR;5MIN TO CAS/SKI/BCH;$200 REFUNDABLE DEP","Centrally Located Lake Tahoe rental in Incline village.   This lower elevation town house is located walking distance  to the shops at Incline and is only 5 minutes from the  private beaches, golf courses, skiing at Diamond Peak ski  resort or the exciting casino action of the Incline Hyatt. This property is an upstairs living property. It is comfortable and moderately furnished with a new Samsung 40  inch TV, new bathroom remodel and WIFI. Well behaved dogs are welcome with a $250.00 pet deposit. ","","RENTAL  ","11/11/04","12/07/13","35","500","0","120.00","180.00","3760.01","2386.51","101.00","23","0","0","0","0","0","0","0","va1027","Y","39.246629","-119.959647"
"IV C0835","IVO","3","2","1672","IV","696 ANDERSON #35","PETS","WIFI","GOLF","WDSY","CBIV","NSMO","","B ","1","8","ROCK","1G+1PP","GAS","YES","100","375","102","885","1","401","115","976","1","381","105","906","1","475","152","1235","1","487","158","1277","1","591","210","1641","1","1Q","2S","2S","","","","Down","Down","Loft","","","","No   ","No   ","No   ","","","","http://fusion.realtourvision.com/41264","696 ANDERSON #35(IV)CLASSIC CONDO CLS TO GOLF;US","LIV;1QHAB IN LR;DIN6/3BAR;3RD BR IS LOFT;JACZ IN ","DS BATH;5 MIN BCH;SKI OR CAS **PET DEP 200**","A classic Tahoe Rental Condo in North Tahoe close to the golf course in Incline! The living room features a rock firelplace for warmth and ambiance and a brand new 50 inch Smart Samsung TV Netflix ready! All new bedding thoughout, new propane BBQ, new sofa bed and WIFI recently added. The 3rd bedroom is a loft over the living room. This is an excellent value for the size and location is minutes from Sand Harbor, the Flume Trail, Incline Beach, Kings Beach and all the exciting events including the Shakespeare Festival, Tough Mudder, Ironman, Ta-Hoe Nalu SUP Races, July 4th fireworks show, Wanderlust festival and the Big Blue Adventure! Pets accepted with a deposit! Book this condo now before it's gone! ","We really enjoyed it. Tahnks!! - Chung Party, Feburary 2007 ","RENTAL  ","11/21/04","10/08/13","35","500","0","114.00","171.00","3740.00","2431.00","69.53","22","0","0","0","0","0","0","0","va1027","Y","39.262850","-119.943720"
"IV H0622","IVO","3","2","1344","IV","700 COLLEGE #22","WIFI","NSMO","WDSY","GOLF","NBCH","WOOD","BIKE","A ","0","6","STOVE","2PP","CHAR","YES","100","354","104","874","1","406","130","1056","1","406","130","1056","1","458","156","1238","1","536","195","1511","1","666","260","1966","1","1Q","1Q","2S","","","","Down","Up  ","Loft","","","","Color","No   ","No   ","","","","http://fusion.realtourvision.com/58525","700 COLLEGE DR #22(IV)'GREAT CABIN IN THE WOODS!","ALL BRAND NEW FURNIUTE;DNG6;HARD WOOD FLOORS","TWO TVS; 5 MIN TO BEACH SKI AND GOF","Mt Rose Chalets! Great cabin nestled in the woods. This home has recently been remodeled with brand new furniture, hard wood floors and offers a wonderful Tahoe feel! Full kitchen, TV, VCR, DVD and fireplace!  Only minutes to the  beach, golf course or ski area.  Don't let this one pass you by! ","","RENTAL  ","6/27/02","8/23/13","35","500","0","97.00","146.00","4212.00","2711.80","20.00","23","0","0","0","0","0","3","0","va1027","Y","39.262808","-119.955415"
"IV H0631","IVO","3","2","1344","IV","599 CREST LANE #31","NSMO","NSKI","NBCH","WDSY","GRUP","GOLF","","B+","0","8","gaslog","2PP","GAS","YES","100","381","104","901","1","433","130","1083","1","433","130","1083","1","485","156","1265","1","563","195","1538","1","693","260","1993","1","1Q","1Q","1Q2S","","","","Down","Up  ","Loft","","","","No   ","VCR  ","No   ","","","","http://fusion.realtourvision.com/59298","599 CREST LN #31(IV)INCLINE CREST'CUT","IN'IN RSDNTL AREA W/OTHER SMILAR CABINS;1 PRI BD,","2ADDL SLP AREAS,NOT PRIVATE;DNG/6;1.5BCH/SKI/CSNO","Absolutely charming cabin that has received lots of TLC and it shows.  Light wood accents throughout. Nicely decorated. 3 bedrooms with queen beds. 2 baths. Sofa bed. Cozy fireplace in livingroom. Fully equipped kitchen. Washer, dryer, vcr,and great video library. 2 miles to beach, ski, casino, shopping and restaurants. Located on the ski shuttle route. ","","RENTAL  ","11/13/95","10/12/13","35","200","0","115.00","173.00","4147.00","2581.15","187.50","24","0","0","0","0","0","0","0","va1027","Y","39.262011","-119.955001"
"IV H0636","IVO","2","2","1200","IV","#36 599 CREST LANE","GRUP","WDSY","NSMO","GOLF","BIKE","","","B ","1","8","GSLOG","2PP","GAS","YES","110","349","88","789","1","393","110","943","1","393","110","943","1","437","132","1097","1","503","165","1328","1","613","220","1713","1","1Q","1K1H","","","","","Down","Loft","","","","","No   ","Color","","","","","http://fusion.realtourvision.com/57822","#36 599 CREST LN(IV), GRP W/IVH631, CUTE CABIN","Q FUTON & K BED LOFT,Q BED & SOFA BED DOWN","DIN 4/CLOSE TO SKI,BEACH,GOLF,STORES","Enjoy a relaxing mountain  retreat in this cozy cabin in the woods.  Located just minutes away from the pristine beaches of Incline Village, the casino night life, skiing, shopping, or hiking.  This cabin is tastefully decorated and has a bedroom downstairs w/queen bed and the living room has a queen size sofa bed.  The upstairs bedroom is a loft with a comfy king bed, color TV, futon sofa bed, and bathroom. This home has a charming kitchen with a garden window, the living room has a gas log fireplace, stero, DVD player and color TV. Can be grouped with IVH631. ","","RENTAL  ","3/23/10","10/13/13","40","500","0","115.00","173.00","4345.00","2574.00","305.46","29","7","0","0","0","0","0","90","va1027","Y","39.259424","-119.984255"
"IV H0665","IVO","3","3","3077","IV","615 TUMBLEWEED","WIFI","HOUS","PETS","WDSY","VIEW","PNUD","BRAT","A ","1","10","STD","1G+2D","GAS","YES","200","647","192","1607","1","743","240","1943","1","743","240","1943","1","839","288","2279","1","983","360","2783","1","1223","480","3623","1","1K","1K","2S","","","","Up  ","Down","Down","","","","No   ","No   ","No   ","","","","http://fusion.realtourvision.com/62378","615 TUMBLEWEED (IV) GREAT HSE IN QUIET NEIGHBRHD","2 FAMILY RMS, 2 F/P, TWO ROLLAWAY BEDS IN CLOSET","MSTR/JAC TUB & STEAM SHWER, 300 PET DEPOSIT","Tastefully decorated home with a peek of the Lake and forest views.  Living room with standard wood burning fireplace, TV, & VCR. Large, open family room with wood stove. Master  bathroom has steam shower. This home comes with a 2nd family room downstairs with small kitchette, washer and dryer 2 extra roll aways beds for extra guests. This is a very quiet upscale neighborhood 10 minutes to skiing, casinos, privates beaches, golf courses and fine restaurants! You will love this house and pets are welcome with a deposit. ","","RENTAL  ","12/12/01","3/07/14","35","500","0","175.00","263.00","9820.00","6383.00","1243.34","36","0","0","0","1","0","2","0","va1027","Y","",""
"IV H0669","IVO","2","2","1890","IV","869 FREELS PEAK","HTUB","NBCH","NCAS","WDSY","NSMO","WIFI","WOOD","B-","1","6","BRICK","2G+2D","CHAR","YES","200","541","175","1416","1","621","215","1696","1","591","200","1591","1","671","240","1871","1","791","300","2291","1","991","400","2991","1","1K","1Q1D","","","","","Down","Down","","","","","VCR  ","No   ","","","","","http://fusion.realtourvision.com/55133","869Freels Peak (IV) 1Story home/lvng rm,TV/VCR/DVD","Master suite w/TV & FirePL opens to deck with","HTUB/BED2=DBLE FUTON/PLASMA/WALK TO BCH/5 MIN","Great Lake Tahoe rental, one block from Lake, only a five minute walk to the Beaches. This lovely one story lower elevation home has a large hot tub on the back deck with a peek of the Lake.  Large master suite with TV, couch and fireplace opens onto the deck with hot tub.  You have a large living room with wraparound fireplace and TV/VCR/DVD. House is wired for high speed internet connectivity with WIFI. Located only five minutes from skiing at Diamond Peak, the Hyatt Casino or the Championship Golf Courses of Incline Village.  This is great choice for your next Tahoe vacation home. ","","RENTAL  ","12/23/04","7/09/13","35","500","0","127.00","191.00","4320.00","2592.00","1710.81","14","4","0","0","8","0","0","0","va1027","Y","39.243709","-119.956294"
"IV H0897","IVO","3","2.1","3400","IV","797 GOLFERS PASS RD","PTBL","GOLF","WIFI","NBCH","NSKI","NCAS","NSMO","A ","2","10","GASLOG","2G+2D","GAS","YES","400","883","320","2483","1","1043","400","3043","1","1043","400","3043","1","1203","480","3603","2","1443","600","4443","4","1843","800","5843","4","1K","1D","2S","","","","Up  ","Down","Down","","","","FlatS","No   ","No   ","","","","http://fusion.realtourvision.com/83020","797 GOLFERS PASS (IV)' LUXURY HOME ON GOLF COURSE","AIR CONDITIONER:GOURKITCHN:POOL TABLE:ENGLISH PUB","NO COMPS, VIKING STOVE, 2 REFRIGERATORS","This exquisite Tudor style home is located on the Mountain  Golf Course in Incline Village featuring 3400 square feet of luxury. The fabulous great room showcases an English wet bar, gas fireplace, 60 inch Sharp smart TV with Yamaha surround  sound and Olhausen Pool Table. The gorgeous gourmet kitchen  that adjoins the living area has red onyx countertops,  beautiful cabinetry, double ovens, double dishwashers, 2  refrigerators, copper sinks, a Viking gas stove and top of  the line appliances.  There are 3 bedrooms and 2.5 baths plus a sofa bed and futon to sleep 10 people comfortably. The  master bedroom has a view of the golf course and includes 48 inch flat screen and private bathroom with a double shower,  slate floors, Kraus sinks and large wak in closet. There are 2 separate work station areas. The large wooden doors,  leather sofas and light posts throughout the house give the  home a European ambiance with all the high tech conveniences one could ask for. In the winter skiing at Diamond Peak,  Mount Rose and North Star are just minutes away and in the  summer, in addition to being right on the golf course there  are 3 private beaches to use a large back yard area and wrap around deck with gas grill and patio furniture. This is one of the few Incline homes which as air conditioner. ","","RENTAL  ","1/09/14","2/01/14","35","500","0","162.00","243.00","1304.00","847.60","811.08","3","2","0","0","1","0","0","0","va1027","Y","39.264769","-119.950872"
"IV H0994","IVO","3","2","1344","IV","702 COLLEGE #94","WDSY","GOLF","BRAT","BIKE","NSMO","","","B+","0","9","WDST","2D","CHAR","YES","100","398","100","898","1","448","125","1073","1","448","125","1073","1","498","150","1248","1","574","188","1514","1","698","250","1948","1","1Q","1Q1S","1Q3S","","","","Down","Up  ","Loft","","","","No   ","No   ","No   ","","","","http://fusion.realtourvision.com/13541","776 COLLEGE #94 (IV). COZY CABIN BKS TO STREAM","ADJ TO GOLF;3RD BDRM/LOFT OFF 2ND BDRM;2MI/BCH;","6MI/SKI;HIGH CEILNGS;FORST SETTNG         \IC94","A great Tahoe cabin that backs on to a small stream with a nice forest setting and quiet nature setting. The cabin is fully equipped with flatscreen TV, DVD, VCR, Washer Dryer and furnished with new bedding throughout. Great location 5 minutes from restaurants, lake, golfing and fishing. If you  are looking for that great Tahoe Feel, this is it! ","","RENTAL  ","12/12/01","6/22/13","35","500","0","132.00","198.00","3902.00","2536.30","36.22","21","0","0","0","0","0","0","0","va1027","Y","39.262727","-119.954668"
"IV H1040","IVO","4","2.1","2518","IV","740 MAYS BLVD","WIFI","NBCH","NSKI","JACZ","NSMO","","","A ","0","10","ROCK","3D+2G","CHAR","YES","300","833","292","2293","1","979","365","2804","1","979","365","2804","1","1125","438","3315","1","1345","548","4085","1","1709","730","5359","1","1Q","1B","1Q1B","1Q","","","Up  ","Up  ","Down","Down","","","DVD  ","No   ","No   ","No   ","","","http://fusion.realtourvision.com/32953","740 MAYS BLVD(IV)'BEAUTIFUL REMODEL, WALK TO BEACH","3 DECKS;GRANITE COUNTERS;DIN/8;FAM RM W/32'FLAT TV","MASTER W/JACZ;WETBAR;50'TV/LR;RIVEROCK FIREPLACE","Wonderful Incline Village home, just 2 blocks to beaches and minutes to everything else!  This wonderful home has 3 large decks, large living area with 50' TV and River Rock wood burning fireplace, a separate family room with TV, enormous kitchen with granite counters and stainless steel appliances, and high speed wireless internet access!  Seconds to shopping and only a mile to Diamond Peak Ski Resort, perfect home for your next trip! ","","RENTAL  ","5/22/12","2/01/14","35","500","0","166.00","249.00","7920.00","5148.00","812.25","22","5","2","0","2","0","0","0","","N","39.247972","-119.965140"
"IV H1051","IVO","4","2","1440","IV","1351 CARINTHIA","WIFI","NSKI","CTEN","PETS","NSMO","","","B ","1","10","WOOD","2D","CHAR","NO","100","411","114","981","1","459","138","1149","1","513","165","1338","1","527","172","1387","1","573","195","1548","1","703","260","2003","1","1D","1B","2S","2S","","","Down","Up  ","Up  ","Loft","","","No   ","No   ","No   ","Color","","","http://fusion.realtourvision.com/89869","1351 CARINTHIA (IV) MODERATE CHALET IN TYROLIAN","VILLAGE,1/2 MILE TO DIAMOND PK, COMM TENNIS CT, ","2 MILE TO SKI; PET OK W/$200 DEP,BIG DECK","RIGHT AT DIAMOND PEAK!  Only a two minute drive from this 4  bedroom, 2 bath Tyrolian chalet to the slopes.  Beautiful  views of the mountains and trees from the wrap around deck. Quiet neighborhood with the forest on both sides and the  house is also pet friendly, upon approval and an additional  $200.00 deposit.  Bring the whole family because this house  sleeps up to 10 people and during the summer months there is a community tennis court, just 5 minutes to the private  pristine beaches of Incline Village, championship golf  courses and the Hyatt Casino. ","","RENTAL  ","12/08/10","7/13/13","40","500","0","122.00","183.00","3613.00","2134.80","353.26","17","0","0","0","11","0","0","0","","N","39.256270","-119.926449"
"IV H1092","IVO","3","2.1","2735","IV","1092 LUCERNE","CTUB","AMEN","WIFI","NSKI","WDSY","NCAS","NBCH","A ","1","9","GASLOG","1G+2D","CHAR","YES","360","825","288","2265","1","969","360","2769","1","969","360","2769","1","1113","432","3273","1","1329","540","4029","1","1113","432","3273","1","1K","1D1S","1Q","","","","Down","Down","Down","","","","FlatS","FlatS","FlatS","","","","http://fusion.realtourvision.com/13524","1092 LUCERNE (IV)' LUXURY DIAMOND PEAK SKI CHALET","3 LIVING AREAS,COMMUNITY POOL,HTUB,2 TENNIS COURTS","3 SMART TVS W/SURROUND, LUXURY MOUNTAIN, HUGE DECK","Luxurious Lower Tyrolian Village Chalet is located in the  heart of Incline Village right around the corner from the  Diamond Peak ski area. This fabulous home features 3 separate living areas and a total of 2700 square feet of spacious  living space for the whole family or group to spread out  comfortably.  Decorated in the French Farmhouse style, the  home has southern exposure meaning plenty of sunlight. The  home is decorated in antique pine furniture, granite  countertops, beautiful cabinetry, exotic rugs, native art and comfortable oversized designer furniture. The great room has 20 foot cathedral ceilings and is equipped with a wood  burning fireplace, a brand new flat screen with surround  sound, dvd blue ray, and a private collection of cds, games  and books. There is a large open gourmet kitchen has newer  appliances with granite countertops and beautiful cabinetry. The large outside deck has patio furniture, barbeque and  fantastic mountain views and filtered lake views. Walk  upstairs to the loft to access another separate living area  with a large sofa and overstuffed chairs and new flat screen TV with blue ray DVD player.  There are 2 levels below the  ground floor. The first level is the luxurious country French master bedroom. There is a king size pine poster bed and a  gas see through European fireplace which connects to the  master bath. It is decorated in luxurious marble d                               has a private Jacuzzi tub and dual shower.  The 2nd lower  level is comprised of a huge high tech media room / guest  quarters. This room is fully decked out with a brand new 60  inch flat screen, surround sound, blu ray dvd player, Sony  computer and desk, printer, and a small kitchenette with  microwave.  Walk downstairs to the lower level to find 2 more bedrooms, one has a queen bed and the other has 2 bunk beds  and sleeps 3 both share a large bathroom. There is a separate laundry room on the bottom floor and a 2 car garage on the  ground floor.  In the summer, guests may enjoy the community swimming pool, hot tub and 2 tennis courts.  Diamond Peak ski area and the Big Water Grill are less than 5 minutes away and the Hyatt Casino and Spa and beautiful Lake Tahoe are within 1/2 mile. ","","RENTAL  ","1/30/14","2/25/14","35","500","0","166.00","249.00","972.00","631.80","1849.90","3","0","2","0","5","0","0","0","va1027","Y","39.245576","-119.930554"
"IV H1431","IVO","4","3","2200","IV","831 TYNER WAY","HTUB","LKVW","NSMO","WIFI","","","","A ","1","14","WD","2D+2G","GAS","YES","200","902","280","2302","1","1042","350","2792","1","1042","350","2792","1","1182","420","3282","1","1392","525","4017","1","1742","700","5242","1","1K","1S2B","1Q","3S","","","Down","Down","Up  ","Loft","","","Color","Color","No   ","No   ","","","http://fusion.realtourvision.com/11499","831 TYNER (IV) GREAT HOUSE W/HTUB ON UPSTAIRS DECK","2 CAR GAR, DINING SEATS 8, GAS BBQ, 2 CAR GARAGE,","BBQ&PATIO FURNITURE IS AVAIL SUMMER ONLY ","Perfect vacation getaway for the whole family in this beautiful mountain retreat in quaint Incline Village, NV. This lovely home sleeps 14 with beautiful lake views from the living room, kitchen, dining room and two decks.  Relax in the hot tub located on the upstairs deck after an excellent day of skiing at Diamond Peak Ski Resort located just minutes away.  One master bedroom upstairs and one master bedroom downstairs, in addition to a room with two full size bunk beds and a twin bed that has a door to the downstairs deck. Upstairs is a loft with 3 twin beds and if you need more room there is a queen size sofa sleeper. Nice open floor plan with open beam high ceilings, kitchen looks over the dining room that seats 8 and has an attached wet-bar.  opens to dining room which seats 8 and ","","RENTAL  ","8/21/10","3/06/14","35","500","0","228.00","342.00","14875.00","9668.75","773.10","34","0","0","0","0","0","0","0","va1027","Y","39.259804","-119.969764"
"IV H1489","IVO","8","7","7000","IV","689 TYNER WAY","LKVW","HTUB","JACZ","GRUP","WIFI","VIEW","NSMO","A+","2","19","4ROCK","6D","GAS","YES","500","1991","588","4931","1","2285","735","5960","1","2285","735","5960","1","2579","882","6989","1","3021","1103","8536","1","3755","1470","11105","1","1K","1K","1H","2S","2S","1K1H","Down","Down","Down","Down","Down","Down","FlatS","FlatS","HiDef","FlatS","FlatS","FlatS","http://fusion.realtourvision.com/18107","689 TYNER WY (IV) NO LIMITS RATES/2 NT MIN OK ","LUXURY 4 LEVELS, SEPARATE 1&2 BED APT","2 MASTER SUITES W/SAUNAS/3 DECKS/HT TB/","                 Absolute luxury with panoramic views of Lake Tahoe in this custom built 7000 sq ft, 8 bedroom, 7 bath, four-level home with inlaid wood floors, gourmet kitchen, granite countertops throughout, two master suites.. each with their own Jacuzzi tub, sauna deck and fireplace. The first three levels of this magnificent home have five bedrooms, five bathroom, a hot tub, two family rooms-each with their own fireplace and deck ; while the fourth level has separate entrances to a one bedroom apartment with kitchenette, huge family room with king size bedroom and beautiful bathroom and a separate 2 bedroom apartment with full size granite kitchen large living area and gorgeous wood floors. All rooms in both the main house and separate apartments have full panoramic views of Lake Tahoe and are furnished with the revolutionary Duo-Bed Sofa furniture which not only provides superior lumbar support, the duosofa set transforms easily from sofas, to chairs and ottomans, to twin beds, to a king bed, and more which provides guests the opportunity to change sleeping arrangements as needed. Perfect for large corporate retreats looking for a versatile vacation home which can be transformed to more corporate space by changing beds to chairs, ottomans and tables with just a few easy steps! Planning a wedding? This house is large enough and spacious enough to accommodate the entire wedding party. Experience the vacation of a lifetime in beautiful Incline Village at the North Shore of the lake. We have pristine private beaches, two championship golf courses, hiking, mountain biking along the Tahoe Rim Trail, boating, jet skiing, fishing, stand up paddle boarding, horseback riding, snow skiing, world class gaming and so much more! Our quaint town is nestled into the mountainside with Diamond Peak Ski Resort just minutes away, where children under six ski FREE! We enjoy x-country skiing, snowmobiling, sledding and charming little shopping centers. The Hyatt Casino and sumptuous Long Eagle Grill are located on the lake and in the heart of the town. Get away from all the crowds and vacation where everything is just five minutes away! Everything you wa nt is waiting for you in this one-of-a-kind vacation home.                                                                                                                 ","","RENTAL  ","7/28/05","7/31/13","35","2000","0","543.00","815.00","28607.68","17923.94","1313.11","29","13","0","0","0","0","0","0","va1027","Y","39.255416","-119.967155"
"KW C0655","NSO","3","2","1422","KW","#155-1001 COMMONWEALTH DR.","WIFI","NSMO","NBCH","POOL","GOLF","CTEN","REMX","B+","0","7","ROCK","2PP","GAS","YES","165","422","132","1082","1","456","165","1201","1","488","165","1313","1","554","198","1544","1","654","248","1894","1","818","330","2468","1","1K","1Q","2S","","","","Down","Down","Loft","","","","VCR  ","Color","No   ","","","","http://fusion.realtourvision.com/47619","#155-1001 COMMONWEALTH DR.(KW)BACKS TO CREEK;US","LIV;DIN;6;TV/DVD;VCR IN LR;BBQ ON DECK;SUM POOL;","1MILE TO KB;1SINGL BD IN ALCV;42'FLAT SCREEN/LR","This townhouse is located in Kingswood Village.  The complex is located in the heart of the North Shore of Lake Tahoe. This Project features a wonderful summer tennis court and pool. In 2010 the owner added a brand new 42' Flat Screen TV in the living room.           It is only one mile from shopping and Lake Tahoe in the town of Kings Beach.  Casino Nightlife in Incline Village and Crystal Bay are only 5-10 minutes away.  In the winter, you have only a 10 minute drive to Northstar Ski area.  Squaw Valley and Alpine Meadows are only 20 miles away! The large amount of properties that Lake Tahoe Accommodations has at Kingswood Village makes it an ideal location for ski parties, family reunions or corporate functions. ","","RENTAL  ","5/31/04","3/15/14","35","500","0","105.00","158.00","3648.00","2371.20","324.00","13","24","0","0","0","0","0","0","va1006","Y","39.249857","-120.031455"
